scheme_code,scheme_name,date,nav,plan_type
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-11,78.08,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-14,75.46,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-15,76.93,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-16,76.67,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-17,76.35,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-18,76.01,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-21,75.05,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-22,74.37,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-23,74.51,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-24,70.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-25,73.26,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-02-28,73.77,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-02,73.38,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-03,72.69,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-04,71.65,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-07,69.81,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-08,70.82,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-09,72.2,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-10,73.28,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-11,73.58,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-14,74.31,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-15,73.68,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-16,74.63,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-17,75.43,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-21,74.9,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-22,75.38,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-23,75.41,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-24,75.5,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-25,74.79,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-28,74.89,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-29,75.53,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-30,76.17,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-03-31,76.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-01,76.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-04,77.24,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-05,77.49,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-06,77.22,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-07,77.11,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-08,77.81,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-11,77.73,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-12,76.91,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-13,77.11,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-18,76.08,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-19,75.73,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-20,76.04,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-21,76.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-22,76.32,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-25,75.16,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-26,75.95,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-27,75.08,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-28,75.57,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-04-29,74.8,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-02,74.13,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-04,72.49,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-05,72.32,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-06,71.01,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-09,70.26,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-10,69.6,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-11,68.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-12,67.74,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-13,67.92,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-16,68.77,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-17,70.43,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-18,70.42,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-19,68.98,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-20,70.26,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-23,70.12,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-24,69.82,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-25,68.92,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-26,69.59,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-27,70.46,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-30,71.68,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-05-31,71.95,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-01,72.36,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-02,72.58,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-03,71.85,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-06,71.42,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-07,70.77,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-08,70.59,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-09,70.88,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-10,70.01,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-13,68.03,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-14,67.91,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-15,68.2,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-16,67.02,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-17,66.58,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-20,65.92,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-21,67.11,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-22,66.56,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-23,67.18,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-24,67.82,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-27,68.42,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-28,68.64,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-29,68.35,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-06-30,68.41,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-01,68.36,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-04,68.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-05,68.99,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-06,69.63,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-07,70.5,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-08,70.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-11,71.28,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-12,70.88,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-13,71.09,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-14,70.8,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-15,71.35,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-18,72.19,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-19,72.85,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-20,73.15,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-21,73.77,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-22,73.91,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-25,73.82,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-26,73.11,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-27,73.44,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-28,73.92,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-07-29,74.62,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-01,75.59,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-02,75.75,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-03,75.67,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-04,75.55,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-05,75.35,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-08,75.72,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-10,75.69,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-11,76.08,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-12,76.38,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-16,77.19,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-17,77.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-18,77.5,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-19,76.9,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-22,75.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-23,76.44,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-24,76.71,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-25,76.85,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-26,77.36,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-29,76.8,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-08-30,77.94,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-01,77.74,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-02,77.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-05,78.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-06,78.81,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-07,79.04,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-08,79.91,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-09,79.95,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-12,80.65,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-13,80.92,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-14,80.75,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-15,80.58,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-16,79.0,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-19,79.25,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-20,80.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-21,79.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-22,79.75,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-23,78.3,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-26,76.51,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-27,76.59,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-28,76.2,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-29,76.53,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-09-30,77.54,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-03,76.95,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-04,78.32,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-06,78.81,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-07,78.76,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-10,78.45,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-11,77.3,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-12,77.63,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-13,76.99,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-14,77.09,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-17,77.52,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-18,78.27,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-19,78.2,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-20,78.12,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-21,78.12,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-25,78.76,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-27,79.16,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-28,78.61,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-10-31,79.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-01,79.71,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-02,79.48,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-03,79.32,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-04,79.4,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-07,79.98,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-09,79.75,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-10,78.91,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-11,79.15,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-14,79.1,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-15,79.47,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-16,79.31,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-17,79.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-18,79.37,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-21,79.28,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-22,79.6,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-23,79.8,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-24,80.27,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-25,80.52,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-28,80.9,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-29,80.86,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-11-30,81.15,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-01,81.78,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-02,82.06,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-05,82.05,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-06,81.76,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-07,81.45,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-08,81.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-09,81.4,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-12,81.36,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-13,81.74,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-14,82.07,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-15,81.47,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-16,80.6,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-19,80.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-20,80.82,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-21,79.56,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-22,78.77,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-23,76.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-26,78.48,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-27,78.89,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-28,78.9,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-29,79.16,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2022-12-30,79.31,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-02,79.94,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-03,80.09,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-04,79.59,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-05,79.54,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-06,79.04,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-09,79.6,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-10,79.08,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-11,78.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-12,79.08,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-13,79.34,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-16,79.25,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-17,79.28,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-18,79.42,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-19,79.41,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-20,79.02,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-23,79.27,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-24,79.03,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-25,78.17,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-27,77.0,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-30,77.14,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-01-31,77.99,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-01,77.58,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-02,77.76,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-03,78.27,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-06,78.09,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-07,77.81,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-08,78.29,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-09,78.23,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-10,78.26,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-13,77.35,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-14,77.47,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-15,77.77,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-16,78.11,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-17,77.92,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-20,77.84,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-21,77.73,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-22,76.96,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-23,77.0,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-24,76.73,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-27,76.36,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-02-28,76.34,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-01,77.17,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-02,76.58,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-03,77.41,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-06,77.87,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-08,77.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-09,77.53,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-10,76.99,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-13,75.69,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-14,74.94,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-15,74.86,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-16,74.64,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-17,75.07,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-20,74.53,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-21,74.94,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-22,75.16,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-23,74.97,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-24,74.37,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-27,73.9,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-28,74.01,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-29,75.08,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-03-31,76.15,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-03,76.24,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-05,76.45,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-06,76.62,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-10,76.65,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-11,77.09,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-12,77.52,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-13,77.6,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-17,77.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-18,77.65,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-19,77.23,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-20,77.12,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-21,77.1,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-24,77.36,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-25,77.51,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-26,78.05,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-27,78.44,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-04-28,78.86,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-02,79.16,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-03,79.2,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-04,79.93,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-05,79.39,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-08,80.15,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-09,80.0,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-10,80.21,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-11,80.65,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-12,80.56,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-15,80.73,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-16,80.8,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-17,80.69,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-18,80.45,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-19,80.51,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-22,81.01,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-23,81.07,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-24,80.83,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-25,81.11,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-26,81.66,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-29,81.8,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-30,82.05,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-05-31,82.36,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-01,82.45,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-02,82.86,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-05,83.07,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-06,83.16,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-07,83.88,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-08,83.46,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-09,83.43,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-12,83.63,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-13,84.19,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-14,84.22,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-15,84.34,Regular
,Invesco India Multicap Fund - Regular Plan - Growth Option,2023-06-16,85.13,Regular
